order_id,order_ref,customer_ref,order_amount_paise,currency,created_at,order_status,refund_issued_paise
ord_64e1643d27c8,KK-2026-00248,cust_797f,69900,INR,2026-03-19T17:25:10+05:30,paid,0
ord_554041ea9be7,KK-2026-00249,cust_5118,139000,INR,2026-03-19T23:17:28+05:30,paid,0
ord_3c2164bd9907,KK-2026-00250,cust_d63b,154000,INR,2026-03-19T16:26:01+05:30,paid,0
ord_8cede2fc415e,KK-2026-00251,cust_9822,999900,INR,2026-03-19T13:14:00+05:30,paid,0
ord_212bc907e202,KK-2026-00252,cust_3374,249900,INR,2026-03-19T06:12:05+05:30,paid,0
ord_469fd0bab6b9,KK-2026-00253,cust_16b5,299900,INR,2026-03-19T09:41:54+05:30,paid,0
ord_03bba8531dbf,KK-2026-00254,cust_55fb,197900,INR,2026-03-19T22:48:31+05:30,paid,0
ord_bf211e62a783,KK-2026-00255,cust_95ec,87000,INR,2026-03-20T19:18:56+05:30,paid,0
ord_d6a073f6bf51,KK-2026-00256,cust_d7a9,167000,INR,2026-03-20T13:36:24+05:30,paid,0
ord_f9ed341217f1,KK-2026-00257,cust_688a,178900,INR,2026-03-20T11:19:29+05:30,paid,0
ord_a83077f4ccdb,KK-2026-00258,cust_3d64,879900,INR,2026-03-20T15:09:47+05:30,paid,0
ord_d8f4a3849c9e,KK-2026-00259,cust_a2d1,133000,INR,2026-03-20T11:17:49+05:30,paid,0
ord_0a6a06653e8c,KK-2026-00260,cust_3569,140900,INR,2026-03-20T17:36:04+05:30,paid,0
ord_f0547d10b659,KK-2026-00261,cust_bb2c,837000,INR,2026-03-20T13:36:39+05:30,paid,0
ord_ee4999ee2497,KK-2026-00262,cust_3f34,187000,INR,2026-03-20T18:46:31+05:30,paid,0
ord_40e030a8fb22,KK-2026-00263,cust_5882,4689900,INR,2026-03-20T22:54:58+05:30,paid,0
ord_7b06479394d7,KK-2026-00264,cust_dab7,230900,INR,2026-03-20T23:02:49+05:30,paid,0
ord_2d85f522e452,KK-2026-00265,cust_d2c4,76000,INR,2026-03-20T21:40:15+05:30,paid,0
ord_6c99b59a3076,KK-2026-00266,cust_f77f,560000,INR,2026-03-20T19:11:31+05:30,paid,0
ord_9d231264c47b,KK-2026-00267,cust_9ffd,39900,INR,2026-03-20T09:12:41+05:30,paid,0
ord_88b7485f048e,KK-2026-00268,cust_760a,424000,INR,2026-03-21T21:26:23+05:30,paid,0
ord_1a0a00827c31,KK-2026-00269,cust_2554,137900,INR,2026-03-21T06:14:18+05:30,paid,0
ord_e2a074a61b59,KK-2026-00270,cust_0803,962000,INR,2026-03-21T06:36:30+05:30,paid,0
ord_f872a626bc3f,KK-2026-00271,cust_7d85,219900,INR,2026-03-21T11:36:15+05:30,paid,0
ord_40120b606b03,KK-2026-00272,cust_494c,328900,INR,2026-03-21T10:15:29+05:30,refunded,328900
ord_8aab7c2cdae9,KK-2026-00273,cust_7c51,896000,INR,2026-03-21T23:34:10+05:30,paid,0
ord_01be5a51a678,KK-2026-00274,cust_bbf3,230000,INR,2026-03-21T18:02:24+05:30,paid,0
ord_a04c25262246,KK-2026-00275,cust_fa4e,247900,INR,2026-03-21T11:44:07+05:30,paid,0
ord_6dca2b497483,KK-2026-00276,cust_7aad,181000,INR,2026-03-21T19:27:34+05:30,paid,0
ord_761b9e37c4bc,KK-2026-00277,cust_66a2,46900,INR,2026-03-21T19:21:56+05:30,refunded,46900
ord_a1acb2ced634,KK-2026-00278,cust_3832,91900,INR,2026-03-21T19:45:10+05:30,paid,0
ord_31f85e1ef111,KK-2026-00279,cust_15cd,76000,INR,2026-03-21T17:53:10+05:30,paid,0
ord_5e968f71e798,KK-2026-00280,cust_8fe1,39000,INR,2026-03-21T13:07:47+05:30,paid,0
ord_1c6f5ae05ef5,KK-2026-00281,cust_0fc5,202000,INR,2026-03-21T21:28:31+05:30,refunded,202000
ord_3690341afc59,KK-2026-00282,cust_1070,129900,INR,2026-03-22T14:27:26+05:30,paid,0
ord_4d9f03044078,KK-2026-00283,cust_036a,139900,INR,2026-03-22T18:27:56+05:30,paid,0
ord_e02a31bf63a3,KK-2026-00284,cust_84f4,2552900,INR,2026-03-22T19:35:11+05:30,paid,0
ord_a7b8a7e71d21,KK-2026-00285,cust_3afd,825000,INR,2026-03-22T11:15:29+05:30,paid,0
ord_49d78609b16c,KK-2026-00286,cust_6d1f,45900,INR,2026-03-22T12:11:23+05:30,refunded,45900
ord_9639c914c9c3,KK-2026-00287,cust_8c67,190000,INR,2026-03-22T16:34:30+05:30,paid,0
ord_a498a03a406a,KK-2026-00288,cust_a706,229000,INR,2026-03-22T09:14:49+05:30,paid,0
ord_a02866c61b50,KK-2026-00289,cust_d4ad,420900,INR,2026-03-22T22:52:22+05:30,paid,0
ord_1b8f6fec3ce0,KK-2026-00290,cust_35b1,894900,INR,2026-03-22T16:02:25+05:30,paid,0
ord_d882d8a182c0,KK-2026-00291,cust_8d03,189900,INR,2026-03-22T13:53:14+05:30,partially_refunded,81448
ord_546d05e4fec2,KK-2026-00292,cust_6e48,56900,INR,2026-03-22T21:20:15+05:30,paid,0
ord_1120242680ba,KK-2026-00293,cust_3902,79900,INR,2026-03-22T10:26:40+05:30,paid,0
ord_204b82d680e1,KK-2026-00294,cust_7535,169000,INR,2026-03-22T17:09:33+05:30,paid,0
