entity_id,type,debit_paise,credit_paise,amount_paise,fee_paise,tax_paise,on_hold,settled,created_at,settled_at,settlement_id,settlement_utr,order_id,method,card_network,card_type,international,dispute_id,description
pay_ce942a9055177e,payment,0,89000,89000,0,0,false,true,2026-03-10T07:43:13+05:30,2026-03-12T10:00:00+05:30,setl_4f78878440f3ef,1097215850nnvwog,ord_807c4901301c,upi,,,false,,
pay_dace076094148f,payment,0,279900,279900,0,0,false,true,2026-03-10T22:32:18+05:30,2026-03-12T10:00:00+05:30,setl_4f78878440f3ef,1097215850nnvwog,ord_cd54bfc260e3,upi,,,false,,
pay_05df7e7f6e0a40,payment,0,34076,34900,698,126,false,true,2026-03-10T23:10:48+05:30,2026-03-12T10:00:00+05:30,setl_4f78878440f3ef,1097215850nnvwog,ord_a8fcc3eb9e9c,card,AMEX,credit,false,,
pay_6aaea0054714ff,payment,0,124882,127900,2558,460,false,true,2026-03-10T16:54:22+05:30,2026-03-12T10:00:00+05:30,setl_4f78878440f3ef,1097215850nnvwog,ord_2d90f4f03d89,wallet,,,false,,
pay_a3dd39ffa1486b,payment,0,174131,176000,1584,285,false,true,2026-03-11T23:52:44+05:30,2026-03-13T10:00:00+05:30,setl_8082b2acdbafab,7613134847srhjfa,ord_4ef8b3e64eea,card,VISA,debit,false,,
pay_91efb7e0b7710b,payment,0,120976,123900,2478,446,false,true,2026-03-11T15:13:05+05:30,2026-03-13T10:00:00+05:30,setl_8082b2acdbafab,7613134847srhjfa,ord_66ded7dc8095,card,RUPAY,credit,false,,
pay_e7829600cee0ac,payment,0,171900,171900,0,0,false,true,2026-03-11T11:22:04+05:30,2026-03-13T10:00:00+05:30,setl_8082b2acdbafab,7613134847srhjfa,ord_b9887344acad,upi,,,false,,
pay_6737d4549e22da,payment,0,237352,239900,2159,389,false,true,2026-03-11T08:27:06+05:30,2026-03-13T10:00:00+05:30,setl_8082b2acdbafab,7613134847srhjfa,ord_7972daad93e0,card,AMEX,debit,false,,
pay_a13276e0d34151,payment,0,56534,57900,1158,208,false,true,2026-03-11T07:46:41+05:30,2026-03-13T10:00:00+05:30,setl_8082b2acdbafab,7613134847srhjfa,ord_ddc1933fabad,card,MASTERCARD,credit,false,,
pay_9f735231692159,payment,0,142372,143900,1295,233,false,true,2026-03-11T10:12:49+05:30,2026-03-13T10:00:00+05:30,setl_8082b2acdbafab,7613134847srhjfa,ord_1ec1186c97ca,card,RUPAY,debit,false,,
pay_c0eee72f72d8ee,payment,0,221900,221900,0,0,false,true,2026-03-11T14:58:29+05:30,2026-03-13T10:00:00+05:30,setl_8082b2acdbafab,7613134847srhjfa,ord_f0fa28923e54,upi,,,false,,
pay_6a233f46b75106,payment,0,175654,179900,3598,648,false,true,2026-03-11T14:35:09+05:30,2026-03-13T10:00:00+05:30,setl_8082b2acdbafab,7613134847srhjfa,ord_ad6b54a343d9,card,AMEX,credit,false,,
pay_80b46ddc6b88c0,payment,0,234238,239900,4798,864,false,true,2026-03-11T08:31:59+05:30,2026-03-13T10:00:00+05:30,setl_8082b2acdbafab,7613134847srhjfa,ord_b7c5f86a66fb,card,MASTERCARD,credit,false,,
pay_695dd86b868724,payment,0,55900,55900,0,0,false,true,2026-03-11T09:32:40+05:30,2026-03-13T10:00:00+05:30,setl_8082b2acdbafab,7613134847srhjfa,ord_a14b39e2a63e,upi,,,false,,
pay_6a39ceed6c3fc6,payment,0,98900,98900,0,0,false,true,2026-03-11T19:48:19+05:30,2026-03-13T10:00:00+05:30,setl_8082b2acdbafab,7613134847srhjfa,ord_9755db0d5b00,upi,,,false,,
pay_2209a82cd50779,payment,0,169900,169900,0,0,false,true,2026-03-11T08:45:20+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_f8f3731a0077,upi,,,false,,
pay_843d5ef1d96ed3,payment,0,119900,119900,0,0,false,true,2026-03-11T12:25:01+05:30,2026-03-13T10:00:00+05:30,setl_8082b2acdbafab,7613134847srhjfa,ord_d866c228503b,upi,,,false,,
pay_9a6aa25ac64dff,payment,0,706000,706000,0,0,false,true,2026-03-11T23:24:24+05:30,2026-03-13T10:00:00+05:30,setl_8082b2acdbafab,7613134847srhjfa,ord_6a91da6cad93,upi,,,false,,
pay_4bf8616f83009c,payment,0,149900,149900,0,0,false,true,2026-03-07T13:09:07+05:30,2026-03-13T10:00:00+05:30,setl_8082b2acdbafab,7613134847srhjfa,,upi,,,false,,
pay_0748a6ce1915eb,payment,0,128943,131900,2506,451,false,true,2026-03-12T13:12:14+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_638120afd7db,netbanking,,,false,,
pay_8a48458446f3d9,payment,0,217737,223000,4460,803,false,true,2026-03-12T07:01:14+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_1221d3fdafe6,wallet,,,false,,
pay_c3a9bc207c036b,payment,0,327386,330900,2978,536,false,true,2026-03-12T18:29:37+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_93004599f38a,card,RUPAY,debit,false,,
pay_b0a1412b10df1f,payment,0,189900,189900,0,0,false,true,2026-03-12T13:15:03+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_5d94ad7aa33e,upi,,,false,,
pay_e2c195bd79df19,payment,0,779900,779900,0,0,false,true,2026-03-12T07:21:51+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_77dfb64a15c5,upi,,,false,,
pay_e2920a4b143496,payment,0,94882,95900,863,155,false,true,2026-03-12T09:38:04+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_ea8a2d03b637,card,VISA,debit,false,,
pay_3822d2693724a0,payment,0,205194,209900,3988,718,false,true,2026-03-12T18:28:18+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_edd6e41a3397,netbanking,,,false,,
pay_1bbdab87610a61,payment,0,117070,119900,2398,432,false,true,2026-03-12T17:44:27+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_a5bb974ca6ed,card,VISA,credit,false,,
pay_85cc53657e6233,payment,0,128900,128900,0,0,false,true,2026-03-12T08:27:18+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_aa33e568cc14,upi,,,false,,
pay_92fe955c2c72db,payment,0,219900,219900,0,0,true,false,2026-03-12T15:48:43+05:30,,,,ord_9e8fc73ee48e,upi,,,false,dsp_8216a76984c7,
pay_6b52c47bd0d90c,payment,0,4149900,4149900,0,0,false,true,2026-03-12T06:06:53+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_98c8809eb22a,upi,,,false,,
pay_b701a9aef69178,payment,0,77038,78900,1578,284,false,true,2026-03-12T08:00:48+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_f06a532e1d83,upi,,,false,,
pay_b78307e8f6f65a,payment,0,759639,778000,15560,2801,false,true,2026-03-12T08:30:04+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_da535b612486,card,MASTERCARD,credit,false,,
pay_436979a08f76c6,payment,0,909900,909900,0,0,false,true,2026-03-12T09:21:50+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_ed27f3cea8da,upi,,,false,,
pay_7865c18c58ee8b,payment,0,72225,73000,657,118,false,true,2026-03-12T15:06:40+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_ce212ea045a4,card,VISA,debit,false,,
pay_9c8d0066c616f2,payment,0,629900,629900,0,0,false,true,2026-03-13T18:31:26+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_ba01d28bfa49,upi,,,false,,
pay_16041a5ecb54a9,payment,0,199900,199900,0,0,false,true,2026-03-13T12:53:23+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_cf08fefc0fd1,upi,,,false,,
pay_f0d48a723e7a8f,payment,0,89900,89900,0,0,false,true,2026-03-13T12:40:54+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_1f08cd583ef9,upi,,,false,,
pay_cb0e36c3740190,payment,0,759900,759900,0,0,false,true,2026-03-13T07:31:29+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_c64ff92122ac,upi,,,false,,
pay_2db497fba5a2b5,payment,0,751900,751900,0,0,false,true,2026-03-13T06:30:36+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_b9a70c2369e1,upi,,,false,,
pay_81f8b24abe4981,payment,0,59900,59900,0,0,false,true,2026-03-13T09:51:10+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_d9f062b117a0,upi,,,false,,
pay_39b6538d09b20b,payment,0,592000,592000,0,0,false,true,2026-03-13T06:58:11+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_1696e346fa81,upi,,,false,,
pay_bf4550617b9122,payment,0,58486,59900,1198,216,false,true,2026-03-13T20:09:55+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_dc3782eb341a,card,RUPAY,credit,false,,
pay_cd6c20a3454eee,payment,0,165890,169900,3398,612,false,true,2026-03-13T14:05:38+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_f68d68174e25,card,VISA,credit,false,,
pay_aa05509c0c559d,payment,0,150386,152000,1368,246,false,true,2026-03-13T09:48:13+05:30,2026-03-20T10:00:00+05:30,setl_d6d23fcc538619,9752316092nwfxzc,ord_5511870ba7c4,card,MASTERCARD,debit,false,,
pay_30ef0976e53cc8,payment,0,139900,139900,0,0,false,true,2026-03-13T13:49:32+05:30,2026-03-20T10:00:00+05:30,setl_d6d23fcc538619,9752316092nwfxzc,ord_83cb41d18efb,upi,,,false,,
pay_4e6b161b9744c7,payment,0,32221,33000,660,119,false,true,2026-03-13T21:30:42+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_9bd20d62153a,card,VISA,credit,false,,
pay_2fce4e2cfaad66,payment,0,194900,194900,0,0,false,true,2026-03-13T14:11:40+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_82751fc421b4,upi,,,false,,
pay_38435a8d3fa215,payment,0,40900,40900,0,0,true,false,2026-03-13T22:23:03+05:30,,,,ord_16ceaea2d6a9,upi,,,false,dsp_c5e49f660023,
pay_096f9b5ec449f4,payment,0,616011,630900,12618,2271,false,true,2026-03-13T21:07:02+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_3c22756c3d36,card,AMEX,credit,false,,
pay_a379764a22c0c3,payment,0,94980,96000,864,156,false,true,2026-03-13T11:31:14+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_db7ab52c1213,card,VISA,debit,false,,
pay_e42ec9dc8251e2,payment,0,104900,104900,0,0,false,true,2026-03-13T12:30:09+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_b936bdf1e156,upi,,,false,,
pay_7f9fe1f24a5165,payment,0,839900,839900,0,0,false,true,2026-03-14T10:39:04+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_329fc01aa10a,upi,,,false,,
pay_53af5324cdf936,payment,0,126834,129900,2598,468,false,true,2026-03-14T11:38:33+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_18016141e37c,card,VISA,credit,false,,
pay_3a92f4f7d01e89,payment,0,103786,104900,944,170,false,true,2026-03-14T11:34:19+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_13cdaa0950cc,card,MASTERCARD,debit,false,,
pay_282cad26f12e45,payment,0,177099,179000,1611,290,true,false,2026-03-14T10:53:45+05:30,,,,ord_3c2509a5c35c,card,AMEX,debit,false,dsp_9e1167cb4edb,
pay_eca0eb026cc9cd,payment,0,149900,149900,0,0,false,true,2026-03-14T14:17:49+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_1a00918f5dd7,upi,,,false,,
pay_66e8830300b05c,payment,0,168096,169900,1529,275,false,true,2026-03-14T08:20:56+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_76b3817411d8,card,VISA,debit,false,,
pay_44b8cbd51362e8,payment,0,143000,143000,0,0,false,true,2026-03-14T07:54:51+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_6cf8452d1cea,upi,,,false,,
pay_5bc17e43b4ca54,payment,0,177990,179900,1619,291,false,true,2026-03-14T09:49:16+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_1ee88cc0f1af,card,VISA,debit,false,,
pay_fddd0c13495b6c,payment,0,105000,105000,0,0,true,false,2026-03-14T10:00:59+05:30,,,,ord_608c2b274c19,upi,,,false,dsp_94ab84904479,
pay_f3b4c59cfc62cf,payment,0,105864,107000,963,173,false,true,2026-03-14T20:06:08+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_ddb6ff3b88c8,card,AMEX,debit,false,,
pay_54a222e336c9c5,payment,0,47000,47000,0,0,false,true,2026-03-14T13:25:14+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_d57f461f188f,upi,,,false,,
pay_028dd1577e4dcb,payment,0,58486,59900,1198,216,false,true,2026-03-14T23:01:06+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_1fa0cb1a9498,card,VISA,credit,false,,
pay_79a09b1efa3495,payment,0,81139,83000,1577,284,false,true,2026-03-14T08:12:30+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_d57eee71eea1,netbanking,,,false,,
pay_4d0e861351b1c9,payment,0,234238,239900,4798,864,false,true,2026-03-14T21:36:33+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_2b327a2d1523,card,AMEX,credit,false,,
pay_dcc66b94295dfa,payment,0,38586,39000,351,63,false,true,2026-03-15T10:52:59+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_c07e03fc510f,card,VISA,debit,false,,
pay_070bcc95e3b57a,payment,0,140000,140000,0,0,false,true,2026-03-15T19:22:55+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_5942cee5030f,upi,,,false,,
pay_b0d05ff747373a,payment,0,163000,163000,0,0,false,true,2026-03-15T14:57:23+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_36486eea2fa1,upi,,,false,,
pay_2ee96a2e98a852,payment,0,79900,79900,0,0,false,true,2026-03-15T16:46:37+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_c93400362506,upi,,,false,,
pay_7ac934eff1d35c,payment,0,141900,141900,0,0,false,true,2026-03-15T07:03:06+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_35178babdf8e,upi,,,false,,
pay_0d6053108f9767,payment,0,159900,159900,0,0,false,true,2026-03-15T20:30:18+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_d0c0e11d06cc,upi,,,false,,
pay_74426f5389b633,payment,0,245000,245000,0,0,false,true,2026-03-15T21:38:02+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_0c3f23239357,upi,,,false,,
pay_db90274dd3589c,payment,0,693000,693000,0,0,false,true,2026-03-15T15:43:45+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_db04974469ec,upi,,,false,,
pay_14a7e15f359f03,payment,0,853330,872900,16585,2985,false,true,2026-03-15T22:49:13+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_e302461e277a,netbanking,,,false,,
pay_5ffc6a595aa615,payment,0,1357098,1389900,27798,5004,false,true,2026-03-15T19:13:30+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_667053e07ab9,card,VISA,credit,false,,
pay_9bdbd4fd7cae10,payment,0,979900,979900,0,0,false,true,2026-03-15T11:31:29+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_4057c20a97db,upi,,,false,,
pay_7083a26632eff2,payment,0,282521,289000,5491,988,false,true,2026-03-16T16:23:00+05:30,2026-03-18T10:00:00+05:30,setl_6a8e3766737896,3735322288gthaon,ord_dc099455b2cd,netbanking,,,false,,
pay_3c82956a63999e,payment,0,89900,89900,0,0,false,true,2026-03-16T14:35:45+05:30,2026-03-18T10:00:00+05:30,setl_6a8e3766737896,3735322288gthaon,ord_179b9c1de7fe,upi,,,false,,
pay_c6e2fc1ef6f066,payment,0,78000,78000,0,0,false,true,2026-03-16T07:40:36+05:30,2026-03-18T10:00:00+05:30,setl_6a8e3766737896,3735322288gthaon,ord_3a1bf441fe57,upi,,,false,,
pay_9837774c65f584,payment,0,151900,151900,0,0,false,true,2026-03-16T22:43:12+05:30,2026-03-18T10:00:00+05:30,setl_6a8e3766737896,3735322288gthaon,ord_c1aa2f83387e,upi,,,false,,
pay_caa121a7dccb70,payment,0,129900,129900,0,0,false,true,2026-03-16T07:59:34+05:30,2026-03-18T10:00:00+05:30,setl_6a8e3766737896,3735322288gthaon,ord_8fda9bce6610,upi,,,false,,
pay_367f6af91e1ea4,payment,0,128943,131900,2506,451,false,true,2026-03-16T07:05:46+05:30,2026-03-18T10:00:00+05:30,setl_6a8e3766737896,3735322288gthaon,ord_7ff3fc097c59,netbanking,,,false,,
pay_e114d3296c3cd7,payment,0,500423,511900,9726,1751,false,true,2026-03-16T22:35:11+05:30,2026-03-18T10:00:00+05:30,setl_6a8e3766737896,3735322288gthaon,ord_e31e2b0420b8,netbanking,,,false,,
pay_ba015140c001b7,payment,0,528900,528900,0,0,false,true,2026-03-16T10:06:21+05:30,2026-03-18T10:00:00+05:30,setl_6a8e3766737896,3735322288gthaon,ord_e5ffe6bc85bd,upi,,,false,,
pay_fc82dd62cdd437,payment,0,777214,796000,15920,2866,false,true,2026-03-16T13:41:57+05:30,2026-03-18T10:00:00+05:30,setl_6a8e3766737896,3735322288gthaon,ord_7fb6b8b2d696,card,AMEX,credit,false,,
pay_377e107b6da205,payment,0,79052,79900,719,129,false,true,2026-03-16T10:18:05+05:30,2026-03-18T10:00:00+05:30,setl_6a8e3766737896,3735322288gthaon,ord_6905c20287db,card,VISA,debit,false,,
pay_02867e42724a07,payment,0,229900,229900,0,0,false,true,2026-03-16T06:52:51+05:30,2026-03-18T10:00:00+05:30,setl_6a8e3766737896,3735322288gthaon,ord_f179c390fed8,upi,,,false,,
pay_2f1450ae0d990a,payment,0,801518,819900,15578,2804,false,true,2026-03-16T06:39:15+05:30,2026-03-18T10:00:00+05:30,setl_6a8e3766737896,3735322288gthaon,ord_ecf39808903b,netbanking,,,false,,
pay_7fcfe1a6aeb03c,payment,0,217565,219900,1979,356,false,true,2026-03-17T10:15:11+05:30,2026-03-19T10:00:00+05:30,setl_0a225c5ab2acd3,6439240951mlfjax,ord_f92b290226fc,card,VISA,debit,false,,
pay_70ccb82be57552,payment,0,152000,152000,0,0,false,true,2026-03-17T10:04:44+05:30,2026-03-19T10:00:00+05:30,setl_0a225c5ab2acd3,6439240951mlfjax,ord_a3073f88fd79,upi,,,false,,
pay_5367489b8c151e,payment,0,346000,346000,0,0,false,true,2026-03-17T19:28:50+05:30,2026-03-19T10:00:00+05:30,setl_0a225c5ab2acd3,6439240951mlfjax,ord_09c7e7d1e631,upi,,,false,,
pay_ce92022c4aa704,payment,0,41900,41900,0,0,false,true,2026-03-17T21:30:24+05:30,2026-03-19T10:00:00+05:30,setl_0a225c5ab2acd3,6439240951mlfjax,ord_d63b401afb31,upi,,,false,,
pay_f21c974046dc17,payment,0,103526,105900,2012,362,false,true,2026-03-17T08:54:01+05:30,2026-03-19T10:00:00+05:30,setl_0a225c5ab2acd3,6439240951mlfjax,ord_c93d8d4f69f9,netbanking,,,false,,
pay_98b8f55ed0fd65,payment,0,214710,219900,4398,792,false,true,2026-03-17T15:43:57+05:30,2026-03-19T10:00:00+05:30,setl_0a225c5ab2acd3,6439240951mlfjax,ord_61cc8af918eb,wallet,,,false,,
pay_56a342c043e92a,payment,0,213000,213000,0,0,false,true,2026-03-17T16:11:06+05:30,2026-03-19T10:00:00+05:30,setl_0a225c5ab2acd3,6439240951mlfjax,ord_62de06b5b09b,upi,,,false,,
pay_384458d149b58a,payment,0,69900,69900,0,0,false,true,2026-03-17T09:45:38+05:30,2026-03-19T10:00:00+05:30,setl_0a225c5ab2acd3,6439240951mlfjax,ord_41bf76d157b1,upi,,,false,,
pay_efabbcaf56c93c,payment,0,99900,99900,0,0,false,true,2026-03-17T18:18:45+05:30,2026-03-19T10:00:00+05:30,setl_0a225c5ab2acd3,6439240951mlfjax,ord_a88ea503c90d,upi,,,false,,
pay_374e0a5a7172cc,payment,0,215948,220900,4197,755,false,true,2026-03-17T08:56:08+05:30,2026-03-19T10:00:00+05:30,setl_0a225c5ab2acd3,6439240951mlfjax,ord_145df0135219,netbanking,,,false,,
pay_c6797490153dba,payment,0,2179906,2229900,42368,7626,false,true,2026-03-17T16:35:26+05:30,2026-03-19T10:00:00+05:30,setl_0a225c5ab2acd3,6439240951mlfjax,ord_8098ac57a964,netbanking,,,false,,
pay_78fc8e85abbff5,payment,0,744904,752900,6776,1220,false,true,2026-03-17T10:30:18+05:30,2026-03-19T10:00:00+05:30,setl_0a225c5ab2acd3,6439240951mlfjax,ord_d2a54540f85a,card,AMEX,debit,false,,
pay_8b27dc34511a1c,payment,0,102900,102900,0,0,false,true,2026-03-17T09:00:25+05:30,2026-03-19T10:00:00+05:30,setl_0a225c5ab2acd3,6439240951mlfjax,ord_7110c8377f36,upi,,,false,,
pay_a9c06964f226a9,payment,0,884521,905900,18118,3261,false,true,2026-03-18T16:13:24+05:30,2026-03-20T10:00:00+05:30,setl_d6d23fcc538619,9752316092nwfxzc,ord_911687791411,wallet,,,false,,
pay_ea66207c8e8d5c,payment,0,255900,255900,0,0,false,true,2026-03-18T20:42:42+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_68778b57c772,upi,,,false,,
pay_f3bf2157a403b2,payment,0,99900,99900,0,0,false,true,2026-03-18T22:47:51+05:30,2026-03-20T10:00:00+05:30,setl_d6d23fcc538619,9752316092nwfxzc,ord_a5ac10e945d5,upi,,,false,,
pay_7388d33a6bcd74,payment,0,89900,89900,0,0,false,true,2026-03-18T20:44:06+05:30,2026-03-20T10:00:00+05:30,setl_d6d23fcc538619,9752316092nwfxzc,ord_68d644a8904b,upi,,,false,,
pay_4e178521a04c0f,payment,0,119900,119900,0,0,false,true,2026-03-18T12:09:14+05:30,2026-03-20T10:00:00+05:30,setl_d6d23fcc538619,9752316092nwfxzc,ord_4bc92d245f15,upi,,,false,,
pay_a546171b05d225,payment,0,228448,230900,2078,374,false,true,2026-03-18T06:53:30+05:30,2026-03-20T10:00:00+05:30,setl_d6d23fcc538619,9752316092nwfxzc,ord_d70c90765374,card,VISA,debit,false,,
pay_98f5142bb0c75f,payment,0,321526,328900,6249,1125,false,true,2026-03-18T10:21:00+05:30,2026-03-20T10:00:00+05:30,setl_d6d23fcc538619,9752316092nwfxzc,ord_89775546a2bb,netbanking,,,false,,
pay_5e77288fdf1361,payment,0,69900,69900,0,0,false,true,2026-03-18T13:27:47+05:30,2026-03-20T10:00:00+05:30,setl_d6d23fcc538619,9752316092nwfxzc,ord_64c56eb3ff17,upi,,,false,,
pay_c3f5edaee4bc53,payment,0,109900,109900,0,0,false,true,2026-03-18T07:06:38+05:30,2026-03-20T10:00:00+05:30,setl_d6d23fcc538619,9752316092nwfxzc,ord_1fe969d6c814,upi,,,false,,
pay_a772a6ef2ccdc8,payment,0,224474,229900,4598,828,false,true,2026-03-18T11:42:59+05:30,2026-03-20T10:00:00+05:30,setl_d6d23fcc538619,9752316092nwfxzc,ord_6310322a071c,wallet,,,false,,
pay_4327601c43672a,payment,0,196000,196000,0,0,false,true,2026-03-18T11:18:31+05:30,2026-03-20T10:00:00+05:30,setl_d6d23fcc538619,9752316092nwfxzc,ord_41009e8cf7d9,upi,,,false,,
pay_6e91c3efe77232,payment,0,227459,229900,2069,372,false,true,2026-03-18T13:15:08+05:30,2026-03-20T10:00:00+05:30,setl_d6d23fcc538619,9752316092nwfxzc,ord_8fb5f4c983f6,card,AMEX,debit,false,,
pay_fd04e97a8d0d0e,payment,0,145000,145000,0,0,false,true,2026-03-18T12:19:36+05:30,2026-03-20T10:00:00+05:30,setl_d6d23fcc538619,9752316092nwfxzc,ord_73948ab1c846,upi,,,false,,
pay_f758f9fd09b291,payment,0,513000,513000,0,0,true,false,2026-03-18T20:02:41+05:30,,,,ord_b5937b14d659,upi,,,false,dsp_1d72415fc3a8,
pay_4c597460ee3d11,payment,0,48722,49900,998,180,false,true,2026-03-19T13:06:15+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_bacec316a7ff,card,AMEX,credit,false,,
pay_fbf6bdb0493e97,payment,0,95900,95900,0,0,false,true,2026-03-19T06:07:00+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_80fd0ce2e9e2,upi,,,false,,
pay_92f2c6a1df9be1,payment,0,5163574,5219000,46971,8455,false,true,2026-03-19T18:05:00+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_38f0afdb3e32,card,RUPAY,debit,false,,
pay_d72ad80da49f87,payment,0,478436,490000,9800,1764,false,true,2026-03-19T10:57:29+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_4059de52e32d,wallet,,,false,,
pay_ec85fc8dc9068f,payment,0,74203,75000,675,122,false,true,2026-03-19T18:29:58+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_594e26b62d9b,card,AMEX,debit,false,,
pay_2d24c6741bbb6f,payment,0,205000,205000,0,0,false,true,2026-03-19T16:16:46+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_c8eb1c6f0c60,upi,,,false,,
pay_ae6de436961fe8,payment,0,79900,79900,0,0,false,true,2026-03-19T22:33:30+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_2466a818b9bb,upi,,,false,,
pay_7a36eca106a864,payment,0,771258,789900,15798,2844,false,true,2026-03-19T09:57:52+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_0c92b7f233b1,card,VISA,credit,false,,
pay_d6630c3d497867,payment,0,68250,69900,1398,252,false,true,2026-03-19T17:25:27+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_64e1643d27c8,card,RUPAY,credit,false,,
